Extension,Version,Folder,SizeMB,SizeGB
whyisee.leap-home,0.4.0-universal,whyisee.leap-home-0.4.0-universal,1.55,0.002
xlab-steampunk.steampunk-spotter,1.12.0-universal,xlab-steampunk.steampunk-spotter-1.12.0-universal,1.55,0.002
wheelbarrel00.claude-code-usage-tracker-wb00,1.4.0-universal,wheelbarrel00.claude-code-usage-tracker-wb00-1.4.0-universal,1.54,0.002
orta.vscode-jest,6.4.4-universal,orta.vscode-jest-6.4.4-universal,1.53,0.001
shenyingjun5.openclaw,0.2.24-universal,shenyingjun5.openclaw-0.2.24-universal,1.53,0.001
workflowconfig.claude-workflow-builder,1.27.0-universal,workflowconfig.claude-workflow-builder-1.27.0-universal,1.53,0.001
cloudinary.cloudinary,1.0.1-universal,cloudinary.cloudinary-1.0.1-universal,1.5,0.001
led.bigquery-browser,0.2.0-universal,led.bigquery-browser-0.2.0-universal,1.5,0.001
jaseci-labs.jaclang-extension,2026.6.30-universal,jaseci-labs.jaclang-extension-2026.6.30-universal,1.49,0.001
yap.reporelic,0.0.1-universal,yap.reporelic-0.0.1-universal,1.48,0.001
pesosz.antigravity-auto-accept,1.2.0-universal,pesosz.antigravity-auto-accept-1.2.0-universal,1.47,0.001
freerave.dotshare,3.4.1-universal,freerave.dotshare-3.4.1-universal,1.46,0.001
pillubhai.uncodedb,1.1.4-universal,pillubhai.uncodedb-1.1.4-universal,1.46,0.001
vscjava.vscode-spring-boot-dashboard,0.14.0-universal,vscjava.vscode-spring-boot-dashboard-0.14.0-universal,1.46,0.001
harshitbareja.codebase-explorer,0.2.0-universal,harshitbareja.codebase-explorer-0.2.0-universal,1.45,0.001
uai-systems.uai-copilot-cluster-intelligence,2.9.1-universal,uai-systems.uai-copilot-cluster-intelligence-2.9.1-universal,1.45,0.001
mhdstk.virtual-aquarium,0.1.3-universal,mhdstk.virtual-aquarium-0.1.3-universal,1.44,0.001
schemax.schemax-vscode,0.2.11-universal,schemax.schemax-vscode-0.2.11-universal,1.44,0.001
sprnt.spire,0.3.2-universal,sprnt.spire-0.3.2-universal,1.44,0.001
tpstech.diff-commit,0.4.0-universal,tpstech.diff-commit-0.4.0-universal,1.44,0.001
mcrespo.veriv,1.1.0-universal,mcrespo.veriv-1.1.0-universal,1.43,0.001
jakepark.sidecar,0.0.47-universal,jakepark.sidecar-0.0.47-universal,1.42,0.001
rechinformatica.rech-cobol-debugger,1.0.39-universal,rechinformatica.rech-cobol-debugger-1.0.39-universal,1.42,0.001
slashmd.slashmd,0.2.4-universal,slashmd.slashmd-0.2.4-universal,1.42,0.001
vallarasukanthasamy.auto-console-log-by-vallarasu-kanthasamy,0.8.1-universal,vallarasukanthasamy.auto-console-log-by-vallarasu-kanthasamy-0.8.1-universal,1.42,0.001
effectful-tech.effect-vscode,0.9.0-universal,effectful-tech.effect-vscode-0.9.0-universal,1.41,0.001
saxionsd.wiretext,1.2.5-universal,saxionsd.wiretext-1.2.5-universal,1.41,0.001
schultek.jaspr-code,0.4.0-universal,schultek.jaspr-code-0.4.0-universal,1.41,0.001
syamrajms.ai-error-checklist,0.0.7-universal,syamrajms.ai-error-checklist-0.0.7-universal,1.41,0.001
gitscrum-vscode.gitscrum-vscode,1.0.9-universal,gitscrum-vscode.gitscrum-vscode-1.0.9-universal,1.4,0.001
kylinideteam.kylin-debug,0.3.0-universal,kylinideteam.kylin-debug-0.3.0-universal,1.4,0.001
stirner606.auto-accept-ego,1.4.6-universal,stirner606.auto-accept-ego-1.4.6-universal,1.4,0.001
zhuangtongfa.material-theme,3.19.0-universal,zhuangtongfa.material-theme-3.19.0-universal,1.4,0.001
eytankrief.data-snapshot,0.0.8-universal,eytankrief.data-snapshot-0.0.8-universal,1.39,0.001
ghost-dev.ghost-terminal-assistant,0.1.4-universal,ghost-dev.ghost-terminal-assistant-0.1.4-universal,1.39,0.001
iair0007.cursor-usage-dashboard,0.4.4-universal,iair0007.cursor-usage-dashboard-0.4.4-universal,1.39,0.001
srimukh.slowbug,1.0.7-universal,srimukh.slowbug-1.0.7-universal,1.39,0.001
heyshinde.devflow-ai,0.0.2-universal,heyshinde.devflow-ai-0.0.2-universal,1.38,0.001
dedale-dev.ariana,0.12.0-universal,dedale-dev.ariana-0.12.0-universal,1.37,0.001
halcyontechltd.vscode-db2i,2.0.1-universal,halcyontechltd.vscode-db2i-2.0.1-universal,1.37,0.001
llvm-vs-code-extensions.vscode-clangd,0.6.0-universal,llvm-vs-code-extensions.vscode-clangd-0.6.0-universal,1.37,0.001
zdt1013.ai-git-commiter,1.0.56-universal,zdt1013.ai-git-commiter-1.0.56-universal,1.37,0.001
mathiaskes.latex-math-preview-jupyter,1.0.1-universal,mathiaskes.latex-math-preview-jupyter-1.0.1-universal,1.36,0.001
nvidia.bluebazel,1.0.7-universal,nvidia.bluebazel-1.0.7-universal,1.34,0.001
exasol.exasol-vscode,1.6.0-universal,exasol.exasol-vscode-1.6.0-universal,1.33,0.001
iml1s.antigravity-plus,0.0.37,iml1s.antigravity-plus-0.0.37,1.33,0.001
omercnet.vscode-acp,1.4.0-universal,omercnet.vscode-acp-1.4.0-universal,1.33,0.001
the0807.uv-toolkit,0.1.11-universal,the0807.uv-toolkit-0.1.11-universal,1.33,0.001
growthjack.claude-code-usage,2.2.0-universal,growthjack.claude-code-usage-2.2.0-universal,1.32,0.001
maiwulanjiangmaiming.matrixspy,1.5.12-universal,maiwulanjiangmaiming.matrixspy-1.5.12-universal,1.32,0.001
nguyenngoclong.cypress-cucumber-step-definition-generator,2.2.24-universal,nguyenngoclong.cypress-cucumber-step-definition-generator-2.2.24-universal,1.32,0.001
shipstatic.shipstatic,0.2.10-universal,shipstatic.shipstatic-0.2.10-universal,1.32,0.001
kylinideteam.historydebug,0.1.9-universal,kylinideteam.historydebug-0.1.9-universal,1.31,0.001
priyankark.codeair-app,0.0.10-universal,priyankark.codeair-app-0.0.10-universal,1.31,0.001
gobernai.dotagents,0.8.4-universal,gobernai.dotagents-0.8.4-universal,1.3,0.001
saifyxpro.openui-vscode-extension,0.0.1-universal,saifyxpro.openui-vscode-extension-0.0.1-universal,1.3,0.001
lirobi.phone-preview,3.1.9-universal,lirobi.phone-preview-3.1.9-universal,1.29,0.001
kaiye.ailens,1.1.5-universal,kaiye.ailens-1.1.5-universal,1.28,0.001
smaglio81.agent-organizer,0.3.5-universal,smaglio81.agent-organizer-0.3.5-universal,1.28,0.001
gabrielpondc.helioncoder-vscode,0.5.2-universal,gabrielpondc.helioncoder-vscode-0.5.2-universal,1.27,0.001
codetypess.xlsx-diff,1.6.2-universal,codetypess.xlsx-diff-1.6.2-universal,1.26,0.001
selemondev.vscode-preview-docs,0.1.17-universal,selemondev.vscode-preview-docs-0.1.17-universal,1.26,0.001
llvm-vs-code-extensions.lldb-dap,0.7.20260714-universal,llvm-vs-code-extensions.lldb-dap-0.7.20260714-universal,1.25,0.001
predicte.predicte,1.1.0-universal,predicte.predicte-1.1.0-universal,1.24,0.001
yasinkuyu.stacker-client,1.4.0-universal,yasinkuyu.stacker-client-1.4.0-universal,1.24,0.001
zackiles.cursor-workbench,0.1.3-universal,zackiles.cursor-workbench-0.1.3-universal,1.24,0.001
prismatic.prismatic-io,1.3.4-universal,prismatic.prismatic-io-1.3.4-universal,1.23,0.001
shoyebchaudhari.ai-terminal-assistant,2.0.3-universal,shoyebchaudhari.ai-terminal-assistant-2.0.3-universal,1.21,0.001
kylinideteam.vscode-java-dependency,0.1.13-universal,kylinideteam.vscode-java-dependency-0.1.13-universal,1.2,0.001
lukeme1107.ignis-arc-java-ide-extension,0.1.8-universal,lukeme1107.ignis-arc-java-ide-extension-0.1.8-universal,1.2,0.001
peerpalo.bob-powertoys,0.6.5-universal,peerpalo.bob-powertoys-0.6.5-universal,1.2,0.001
theqtcompany.qt-qml,1.14.0-universal,theqtcompany.qt-qml-1.14.0-universal,1.2,0.001
jansencruz23.catmit,0.2.5-universal,jansencruz23.catmit-0.2.5-universal,1.19,0.001
nazariyhazdun.geniusee-code-time,0.0.3-universal,nazariyhazdun.geniusee-code-time-0.0.3-universal,1.19,0.001
txa-team.txa-auto-accept,8.0.0-universal,txa-team.txa-auto-accept-8.0.0-universal,1.19,0.001
chengweili.r-enhanced-viewer,0.1.10-universal,chengweili.r-enhanced-viewer-0.1.10-universal,1.18,0.001
nilssoderman.mobu-utils,2027.0.3-universal,nilssoderman.mobu-utils-2027.0.3-universal,1.18,0.001
codedash-vpn-ltda.codetime-vscode,1.0.2-universal,codedash-vpn-ltda.codetime-vscode-1.0.2-universal,1.17,0.001
deb-adarsh.ai-stack-kit,1.3.5-universal,deb-adarsh.ai-stack-kit-1.3.5-universal,1.17,0.001
rsomani95.letterpress-markdown,0.11.2-universal,rsomani95.letterpress-markdown-0.11.2-universal,1.17,0.001
trupxl.repo-structure-exporter,0.3.7-universal,trupxl.repo-structure-exporter-0.3.7-universal,1.16,0.001
vibeflow.vibeflow-orch,2.0.9-universal,vibeflow.vibeflow-orch-2.0.9-universal,1.16,0.001
gruntfuggly.todo-tree,0.0.215-universal,gruntfuggly.todo-tree-0.0.215-universal,1.15,0.001
outerbounds.obp-workstations-release-candidate,0.6.0-rc.1-universal,outerbounds.obp-workstations-release-candidate-0.6.0-rc.1-universal,1.15,0.001
outerbounds.vscode-outerbounds,0.6.0-universal,outerbounds.vscode-outerbounds-0.6.0-universal,1.15,0.001
splo.vscode-bevy-inspector,0.6.0-universal,splo.vscode-bevy-inspector-0.6.0-universal,1.15,0.001
genieai.chatgpt-vscode,0.0.9-universal,genieai.chatgpt-vscode-0.0.9-universal,1.14,0.001
hoangkimlai.ipython,2024.1.2-universal,hoangkimlai.ipython-2024.1.2-universal,1.14,0.001
kvn217.rmd-params-injector,1.1.1-universal,kvn217.rmd-params-injector-1.1.1-universal,1.14,0.001
vscjava.vscode-java-dependency,0.27.6-universal,vscjava.vscode-java-dependency-0.27.6-universal,1.14,0.001
luiwadjogs.cursor-branch-chat,0.5.2-universal,luiwadjogs.cursor-branch-chat-0.5.2-universal,1.13,0.001
cloudstudio.common,0.0.31-universal,cloudstudio.common-0.0.31-universal,1.12,0.001
codekarma.ck-karma-lens-java,1.0.2-universal,codekarma.ck-karma-lens-java-1.0.2-universal,1.12,0.001
debugai.debugai,2.5.0-universal,debugai.debugai-2.5.0-universal,1.12,0.001
factory.factory-vscode-extension,0.2.0-universal,factory.factory-vscode-extension-0.2.0-universal,1.12,0.001
luiwadjogs.cursor-task-chats,1.3.9-universal,luiwadjogs.cursor-task-chats-1.3.9-universal,1.12,0.001
ciuzaak.labeleditor-vscode,1.4.2-universal,ciuzaak.labeleditor-vscode-1.4.2-universal,1.11,0.001
galaxy-note.galaxy-agent-system,0.4.2-universal,galaxy-note.galaxy-agent-system-0.4.2-universal,1.11,0.001
gooseclip.goosecode,1.0.3-universal,gooseclip.goosecode-1.0.3-universal,1.11,0.001
hyperprobe.hyperprobe-extension,1.2.22-universal,hyperprobe.hyperprobe-extension-1.2.22-universal,1.11,0.001
devclocked.devclocked-vscode,1.3.3-universal,devclocked.devclocked-vscode-1.3.3-universal,1.1,0.001
liukunpeng0316.antigravity-task-sound,4.0.0-universal,liukunpeng0316.antigravity-task-sound-4.0.0-universal,1.1,0.001
mccprogrammer.debug-datastructures-visualizer-extension,1.0.1-universal,mccprogrammer.debug-datastructures-visualizer-extension-1.0.1-universal,1.1,0.001
laelume.spectrovizard,0.0.2-universal,laelume.spectrovizard-0.0.2-universal,1.09,0.001
mariano-g.xib-storyboard-editor,0.4.5-universal,mariano-g.xib-storyboard-editor-0.4.5-universal,1.09,0.001
mjstudio.db-viewer,1.0.3-universal,mjstudio.db-viewer-1.0.3-universal,1.09,0.001
paraskoundal.giton,0.2.0-universal,paraskoundal.giton-0.2.0-universal,1.09,0.001
saltud.type4py,0.2.0-universal,saltud.type4py-0.2.0-universal,1.09,0.001
szlk.bmcp,0.0.16-universal,szlk.bmcp-0.0.16-universal,1.09,0.001
willowselectric.jupyter-notebook-integration,1.4.4-universal,willowselectric.jupyter-notebook-integration-1.4.4-universal,1.09,0.001
evuela.multi-agent-llm,0.2.2-universal,evuela.multi-agent-llm-0.2.2-universal,1.08,0.001
theeastkoi.celest,0.2.0-universal,theeastkoi.celest-0.2.0-universal,1.08,0.001
chakrounanas.turbo-console-log,3.26.0-universal,chakrounanas.turbo-console-log-3.26.0-universal,1.07,0.001
jstone.kagent,0.1.9-universal,jstone.kagent-0.1.9-universal,1.07,0.001
olegkunitsyn.gnucobol-debug,2.31.37-universal,olegkunitsyn.gnucobol-debug-2.31.37-universal,1.07,0.001
quackai.quack-companion,0.0.8-universal,quackai.quack-companion-0.0.8-universal,1.07,0.001
s3rgiosan.vscode-wp-theme-json-editor,1.4.1-universal,s3rgiosan.vscode-wp-theme-json-editor-1.4.1-universal,1.07,0.001
soyreneon.themeeditor,1.24.0-universal,soyreneon.themeeditor-1.24.0-universal,1.07,0.001
zazmic.palm-api-test-generator,0.0.16-universal,zazmic.palm-api-test-generator-0.0.16-universal,1.07,0.001
harishkaparwan.mcp-ai-studio,1.0.0-universal,harishkaparwan.mcp-ai-studio-1.0.0-universal,1.05,0.001
print-x.print-x,1.2.1-universal,print-x.print-x-1.2.1-universal,1.05,0.001
erikkralj.vscode-grok,1.1.1-universal,erikkralj.vscode-grok-1.1.1-universal,1.04,0.001
pradeep-chauhan.devflow-api-studio,1.0.0-universal,pradeep-chauhan.devflow-api-studio-1.0.0-universal,1.04,0.001
richterger.perl,2.6.2-universal,richterger.perl-2.6.2-universal,1.04,0.001
stagewise.stagewise-vscode-extension,0.11.4-universal,stagewise.stagewise-vscode-extension-0.11.4-universal,1.04,0.001
wireweave.wireweave-vscode,1.1.3,wireweave.wireweave-vscode-1.1.3,1.04,0.001
ciro-maciel.ciro-maciel-sqlite-editor,0.0.9-universal,ciro-maciel.ciro-maciel-sqlite-editor-0.0.9-universal,1.02,0.001
evidence.evidence-vscode,1.5.9-universal,evidence.evidence-vscode-1.5.9-universal,1.02,0.001
grokpilot.grokpilot,1.0.0-universal,grokpilot.grokpilot-1.0.0-universal,1.02,0.001
medalibs.phpunit-coverage,0.0.4-universal,medalibs.phpunit-coverage-0.0.4-universal,1.02,0.001
shanjidarefin.c-through,2.2.11-universal,shanjidarefin.c-through-2.2.11-universal,1.02,0.001
tauri-apps.tauri-vscode,0.2.10-universal,tauri-apps.tauri-vscode-0.2.10-universal,1.02,0.001
wirklich.gherkin-behave,2.0.2-universal,wirklich.gherkin-behave-2.0.2-universal,1.02,0.001
cloud-pipelines.pipeline-editor-vscode,0.1.20220718-universal,cloud-pipelines.pipeline-editor-vscode-0.1.20220718-universal,1.01,0.001
firsttris.vscode-jest-runner,0.4.148-universal,firsttris.vscode-jest-runner-0.4.148-universal,1.01,0.001
google.colab,0.8.1-universal,google.colab-0.8.1-universal,1.01,0.001
nikkyamresh.conduit-flows,0.0.4-universal,nikkyamresh.conduit-flows-0.0.4-universal,1.01,0.001
ralphysh.ralphy-sh,1.5.25-universal,ralphysh.ralphy-sh-1.5.25-universal,1.01,0.001
rodhayl.multi-purpose-agent,1.0.1-universal,rodhayl.multi-purpose-agent-1.0.1-universal,1.01,0.001
rogalmic.bash-debug,0.3.9-universal,rogalmic.bash-debug-0.3.9-universal,1.01,0.001
zihadhosan.openrouter-agent,1.31.17-universal,zihadhosan.openrouter-agent-1.31.17-universal,1.01,0.001
lucilehan.graymatter,0.1.3-universal,lucilehan.graymatter-0.1.3-universal,1.0,0.001
toaock.vscode-css-custom-properties,0.0.5-universal,toaock.vscode-css-custom-properties-0.0.5-universal,0.99,0.001
umang00.waiting-room-vscode,0.1.4-universal,umang00.waiting-room-vscode-0.1.4-universal,0.99,0.001
codexdebayan.branch-compare,1.4.5-universal,codexdebayan.branch-compare-1.4.5-universal,0.98,0.001
grafana.grafana-vscode,0.0.20-universal,grafana.grafana-vscode-0.0.20-universal,0.98,0.001
song-chaoyang.colima,0.2.0-universal,song-chaoyang.colima-0.2.0-universal,0.98,0.001
create3000.x-ite-vscode,2.0.8-universal,create3000.x-ite-vscode-2.0.8-universal,0.97,0.001
gencay.vscode-chatgpt,4.0.3-universal,gencay.vscode-chatgpt-4.0.3-universal,0.97,0.001
processlens.processlens,0.1.5-universal,processlens.processlens-0.1.5-universal,0.97,0.001
evilbeaver.oscript-debug,0.8.0-universal,evilbeaver.oscript-debug-0.8.0-universal,0.96,0.001
evsyukov.hledger,0.5.36-universal,evsyukov.hledger-0.5.36-universal,0.96,0.001
locusai.locusai-vscode,0.18.2-universal,locusai.locusai-vscode-0.18.2-universal,0.96,0.001
viz-vibe.viz-vibe,0.1.51-universal,viz-vibe.viz-vibe-0.1.51-universal,0.96,0.001
d-biehl.robotcode-gherkin,0.2.1-universal,d-biehl.robotcode-gherkin-0.2.1-universal,0.95,0.001
dancheg97.grpc-clicker,1.0.15-universal,dancheg97.grpc-clicker-1.0.15-universal,0.95,0.001
dragoscv.vsrchat,0.1.10-universal,dragoscv.vsrchat-0.1.10-universal,0.95,0.001
graphlens.graphlens,0.3.5-universal,graphlens.graphlens-0.3.5-universal,0.95,0.001
hackatime.hackatime-time-tracker,30.2.2-universal,hackatime.hackatime-time-tracker-30.2.2-universal,0.95,0.001
mikolka9144.funkin-compiler,0.6.1-universal,mikolka9144.funkin-compiler-0.6.1-universal,0.95,0.001
rafaelha.pythoncpp-debug,0.3.0-universal,rafaelha.pythoncpp-debug-0.3.0-universal,0.95,0.001
vira.design-tokens-explorer,0.4.1-universal,vira.design-tokens-explorer-0.4.1-universal,0.95,0.001
wheelbarrel00.mcp-workbench-wb00,0.4.3-universal,wheelbarrel00.mcp-workbench-wb00-0.4.3-universal,0.95,0.001
jeffreyjose07.truthmeter-ai,1.1.4-universal,jeffreyjose07.truthmeter-ai-1.1.4-universal,0.94,0.001
mohitghodasara.odoo-debugger,1.5.0-universal,mohitghodasara.odoo-debugger-1.5.0-universal,0.94,0.001
mrsavage009.masseket-v2,0.2.0-universal,mrsavage009.masseket-v2-0.2.0-universal,0.94,0.001
optirefine.aurawatch,1.0.0-universal,optirefine.aurawatch-1.0.0-universal,0.94,0.001
wakatime.vscode-wakatime,30.2.1-universal,wakatime.vscode-wakatime-30.2.1-universal,0.94,0.001
leancode.patrol-vscode,1.0.1-universal,leancode.patrol-vscode-1.0.1-universal,0.93,0.001
meherubhossainyemon.codebuddy,0.0.2-universal,meherubhossainyemon.codebuddy-0.0.2-universal,0.93,0.001
sahilrajpal.api-explorer,0.11.0-universal,sahilrajpal.api-explorer-0.11.0-universal,0.93,0.001
cubyts.cubyts-codeanalysis,1.4.2-universal,cubyts.cubyts-codeanalysis-1.4.2-universal,0.92,0.001
decispher.decispher-branch-story,0.4.0-universal,decispher.decispher-branch-story-0.4.0-universal,0.92,0.001
devmitrza.devmeter,0.3.0-universal,devmitrza.devmeter-0.3.0-universal,0.92,0.001
leonardssh.vscord,5.3.9-universal,leonardssh.vscord-5.3.9-universal,0.92,0.001
byhikmet.aethersync,1.0.72-universal,byhikmet.aethersync-1.0.72-universal,0.91,0.001
devlon.gitl,1.0.20-universal,devlon.gitl-1.0.20-universal,0.91,0.001
kevinkern.instructa-ai-prompts,0.3.2-universal,kevinkern.instructa-ai-prompts-0.3.2-universal,0.91,0.001
manaphatdev.antigravity-multi-id-quota,1.1.4-universal,manaphatdev.antigravity-multi-id-quota-1.1.4-universal,0.91,0.001
yellow10041.lottie-json-preview,1.0.2-universal,yellow10041.lottie-json-preview-1.0.2-universal,0.91,0.001
dewdewclock.dewdew-clock,1.2511.3-universal,dewdewclock.dewdew-clock-1.2511.3-universal,0.9,0.001
michaellalavedramunayco.portman,1.1.5-universal,michaellalavedramunayco.portman-1.1.5-universal,0.89,0.001
natearcher-ai.voxpilot,0.7.170-universal,natearcher-ai.voxpilot-0.7.170-universal,0.89,0.001
promptconduit.promptconduit,0.17.1,promptconduit.promptconduit-0.17.1,0.89,0.001
redhat.vscode-redhat-account,0.2.0-universal,redhat.vscode-redhat-account-0.2.0-universal,0.89,0.001
roipoussiere.cadquery,0.1.3-universal,roipoussiere.cadquery-0.1.3-universal,0.89,0.001
chainlesschain.chainlesschain-ide,0.37.15-universal,chainlesschain.chainlesschain-ide-0.37.15-universal,0.88,0.001
ieni.glimpse,0.16.0-universal,ieni.glimpse-0.16.0-universal,0.88,0.001
ignore-lens.ignore-lens,1.0.0-universal,ignore-lens.ignore-lens-1.0.0-universal,0.88,0.001
methil.mosaic-vscode,0.0.18-universal,methil.mosaic-vscode-0.0.18-universal,0.88,0.001
nizzynas.vtp-voice-prompt,1.1.1-universal,nizzynas.vtp-voice-prompt-1.1.1-universal,0.88,0.001
sutharlabs.confluence-mcp,1.0.2-universal,sutharlabs.confluence-mcp-1.0.2-universal,0.88,0.001
vb000.remote-debug-server,1.0.0-universal,vb000.remote-debug-server-1.0.0-universal,0.88,0.001
cap-pilot.cap-pilot,0.1.9-universal,cap-pilot.cap-pilot-0.1.9-universal,0.87,0.001
inthepond.agent-view-for-claude-code,0.6.0-universal,inthepond.agent-view-for-claude-code-0.6.0-universal,0.87,0.001
nopeslide.vscode-drawio-plugin-mermaid,0.1.2-universal,nopeslide.vscode-drawio-plugin-mermaid-0.1.2-universal,0.87,0.001
kswpsclaude.wps-claude-vscode,0.3.7-universal,kswpsclaude.wps-claude-vscode-0.3.7-universal,0.86,0.001
rayforcedb.rayforce-vscode,0.4.1-universal,rayforcedb.rayforce-vscode-0.4.1-universal,0.86,0.001
rytora.rytora-code-composer,1.0.18-universal,rytora.rytora-code-composer-1.0.18-universal,0.86,0.001
whyisee.z-epub-reader,0.2.1-universal,whyisee.z-epub-reader-0.2.1-universal,0.86,0.001
coolspy3.hmmm-language-support,2.0.4-universal,coolspy3.hmmm-language-support-2.0.4-universal,0.85,0.001
fuzionix.file-tree-extractor,1.4.0-universal,fuzionix.file-tree-extractor-1.4.0-universal,0.85,0.001
heisebaiyun.kiro-for-cc,0.2.9-universal,heisebaiyun.kiro-for-cc-0.2.9-universal,0.85,0.001
vampozo.hermes-ai-agent-vampozo,3.0.26-universal,vampozo.hermes-ai-agent-vampozo-3.0.26-universal,0.85,0.001
memlite.memlite-extension,0.1.3-universal,memlite.memlite-extension-0.1.3-universal,0.84,0.001
mkidding.vibertime,0.2.18,mkidding.vibertime-0.2.18,0.84,0.001
sutharlabs.jira-mcp,1.0.4-universal,sutharlabs.jira-mcp-1.0.4-universal,0.84,0.001
rishisrivastav.code-core,0.2.8-universal,rishisrivastav.code-core-0.2.8-universal,0.83,0.001
thorzhu.ai-code-acceptance-tracker,1.3.28-universal,thorzhu.ai-code-acceptance-tracker-1.3.28-universal,0.83,0.001
trailofbits.sarif-explorer,1.3.0-universal,trailofbits.sarif-explorer-1.3.0-universal,0.83,0.001
