"Extension","Folder","SizeMB","Level"
"hbenl.vscode-mocha-test-adapter","hbenl.vscode-mocha-test-adapter-2.14.4-universal","7.36","?"
"code-inspect.vscode-flowr","code-inspect.vscode-flowr-0.7.1-universal","7.34","?"
"devassure.devassure-agent-vscode-extension","devassure.devassure-agent-vscode-extension-1.1.21-win32-x64","7.34","?"
"microchip.toolchains","microchip.toolchains-1.9.0-universal","7.29","?"
"tajmhelly.green","tajmhelly.green-0.1.10-universal","7.25","?"
"cn-chenjia.rssc-toolbox","cn-chenjia.rssc-toolbox-1.6.0-universal","7.25","?"
"msjsdiag.vscode-react-native","msjsdiag.vscode-react-native-1.13.0","7.25","?"
"tangetsu.furry-ts-errors","tangetsu.furry-ts-errors-0.3.1-universal","7.24","?"
"minovativetechnologies.minovative-mind-vscode","minovativetechnologies.minovative-mind-vscode-3.3.5-universal","7.23","?"
"letitia.md-human-review","letitia.md-human-review-1.5.6-universal","7.21","?"
"zekechin.better-json-explorer","zekechin.better-json-explorer-0.2.1-universal","7.21","?"
"agsoft.claude-history-viewer","agsoft.claude-history-viewer-0.5.7-universal","7.2","?"
"hiztam.codex-history-viewer","hiztam.codex-history-viewer-2.7.0-universal","7.13","?"
"weinan.ag-bridge","weinan.ag-bridge-0.1.3-universal","7.12","?"
"chocolatedesue.modern-pdf-preview","chocolatedesue.modern-pdf-preview-1.5.11-universal","7.12","?"
"martinho44verd.ocaml-platform","martinho44verd.ocaml-platform-2.1.1-universal","7.12","?"
"mtrisic.vremeplov-galaksija-debug","mtrisic.vremeplov-galaksija-debug-1.0.2-win32-x64","7.11","?"
"nuriyev.heic-preview","nuriyev.heic-preview-2.4.0-universal","7.05","?"
"memorymachines.engramme-code","memorymachines.engramme-code-4.5.4-universal","7.04","?"
"ymg.md-viewer-edtrmd","ymg.md-viewer-edtrmd-0.2.1-universal","7.03","?"
"shuuul.bioviewer","shuuul.bioviewer-0.3.1-universal","7.03","?"
"loccy.loccy","loccy.loccy-1.8.19-universal","6.93","?"
"databricks.neon-local-connect","databricks.neon-local-connect-2.0.6-universal","6.87","?"
"toddhalfpenny.sfflowvisualiser","toddhalfpenny.sfflowvisualiser-0.2.2-universal","6.74","?"
"llm-guardr41l.llm-guardr41l","llm-guardr41l.llm-guardr41l-0.6.1-universal","6.73","?"
"rangav.vscode-thunder-client","rangav.vscode-thunder-client-2.41.0-universal","6.67","?"
"ibm.zopendebug","ibm.zopendebug-5.6.6-universal","6.65","?"
"gerardslee.kanbrain","gerardslee.kanbrain-0.2.3-universal","6.63","?"
"grg-lab.kiro-specs-dashboard","grg-lab.kiro-specs-dashboard-0.1.5-universal","6.58","?"
"openstax.editor","openstax.editor-7.3.0","6.58","?"
"tangkeimg.lottie-toolkit","tangkeimg.lottie-toolkit-1.2.4-universal","6.48","?"
"sharadtech.anamnesis","sharadtech.anamnesis-1.4.7-universal","6.45","?"
"infinitelabs.canto-claude","infinitelabs.canto-claude-0.1.5-universal","6.45","?"
"codeagentmobile.codeagent-mobile","codeagentmobile.codeagent-mobile-2.60.60-universal","6.42","?"
"howcasperwhat.mathjax-intellisense-ccpp","howcasperwhat.mathjax-intellisense-ccpp-0.3.10-universal","6.35","?"
"vscjava.vscode-java-pack","vscjava.vscode-java-pack-0.31.1-universal","6.34","?"
"koarthur.opencode-harness","koarthur.opencode-harness-0.4.56-universal","6.33","?"
"lunaticlegacy.openclaw-vscode-luna","lunaticlegacy.openclaw-vscode-luna-0.7.1-universal","6.31","?"
"hiteshshinde.schemasight","hiteshshinde.schemasight-0.0.3-universal","6.3","?"
"kylinideteam.go","kylinideteam.go-0.1.13-universal","6.28","?"
"minitap.minitap-pilot","minitap.minitap-pilot-0.3.0-universal","6.22","?"
"cheetahmobile.smart-promptor","cheetahmobile.smart-promptor-1.5.7-universal","6.21","?"
"vytools.vdbg-debugger","vytools.vdbg-debugger-0.3.11-universal","6.2","?"
"ethan-reesor.vscode-byebug","ethan-reesor.vscode-byebug-0.1.2-universal","6.19","?"
"rebornix.ruby","rebornix.ruby-0.28.1-universal","6.15","?"
"markusvankempen.wxo-toolbox-vsc","markusvankempen.wxo-toolbox-vsc-2.1.0-universal","6.1","?"
"lunaris.getlunaris","lunaris.getlunaris-0.0.24-universal","6.09","?"
"ironshift.ironshift","ironshift.ironshift-0.6.23-universal","6.08","?"
"marcellelabs.snapback-vscode","marcellelabs.snapback-vscode-3.0.4-universal","6.06","?"
"ryohidaka.github-actions-branding-preview","ryohidaka.github-actions-branding-preview-0.1.0-universal","6.06","?"
"casamanagementsolutions.bwat-dev","casamanagementsolutions.bwat-dev-3.24.8-universal","6.04","?"
"poffm.ui-test-visualizer","poffm.ui-test-visualizer-1.4.2-universal","6.02","?"
"remoyukoff.behave-runner","remoyukoff.behave-runner-1.14.13-universal","6.02","?"
"rajithadisanayaka.react-codebridge","rajithadisanayaka.react-codebridge-1.2.2-universal","6","?"
"nyancad.mosaic-schematic","nyancad.mosaic-schematic-1.23.7-universal","5.97","?"
"leesiwal.tierkit-vscode","leesiwal.tierkit-vscode-0.25.1-universal","5.96","?"
"laurentongaro.aiflowbridge","laurentongaro.aiflowbridge-2.15.1-universal","5.95","?"
"erlang-ls.erlang-ls","erlang-ls.erlang-ls-0.0.39","5.94","?"
"github.vscode-pull-request-github","github.vscode-pull-request-github-0.144.0","5.93","?"
"mehanth.hdr-exr-360-viewer","mehanth.hdr-exr-360-viewer-0.0.25-universal","5.92","?"
"ivanvilchavskyi.nextgen-md-previewer","ivanvilchavskyi.nextgen-md-previewer-0.4.1-universal","5.92","?"
"fortran-lang.linter-gfortran","fortran-lang.linter-gfortran-4.0.0-universal","5.9","?"
"wso2.api-chat","wso2.api-chat-1.0.0-universal","5.83","?"
"mariusvanwijk-joppekoers.codam-norminette-3","mariusvanwijk-joppekoers.codam-norminette-3-4.7.0-universal","5.82","?"
"vscjava.vscode-java-test","vscjava.vscode-java-test-0.45.0-universal","5.8","?"
"selfagency.z-models-vscode","selfagency.z-models-vscode-0.1.7-universal","5.79","?"
"winse.avro-explorer","winse.avro-explorer-0.5.1-universal","5.76","?"
"codly.codly","codly.codly-0.1.0-universal","5.75","?"
"zippytechnologiesllc.autoclaw","zippytechnologiesllc.autoclaw-3.6.15-universal","5.74","?"
"typed-sigterm.oi-runner-2","typed-sigterm.oi-runner-2-2.1.2-universal","5.74","?"
"kilo.kwai-log","kilo.kwai-log-0.1.3-universal","5.74","?"
"situdesign.situ-design","situdesign.situ-design-1.0.30-universal","5.73","?"
"nobukz.antigravity-chat-to-html-converter","nobukz.antigravity-chat-to-html-converter-1.0.4-universal","5.72","?"
"deadraid.genesis-vscode","deadraid.genesis-vscode-0.6.19-universal","5.69","?"
"ovfteam.run-cpp","ovfteam.run-cpp-0.0.2-universal","5.66","?"
"tecture.tecture-vscode","tecture.tecture-vscode-0.0.12-universal","5.64","?"
"xdebug.php-debug","xdebug.php-debug-1.40.1-universal","5.54","?"
"ms-dotnettools.vscode-dotnet-runtime","ms-dotnettools.vscode-dotnet-runtime-3.1.0-universal","5.53","?"
"cyrus-build.cyrus-missions","cyrus-build.cyrus-missions-1.7.6-universal","5.51","?"
"the0807.git-graph-plus","the0807.git-graph-plus-0.7.3-universal","5.5","?"
"google.cros-ide","google.cros-ide-0.52.0-universal","5.48","?"
"tanishq-chaudhary.its-markdown-studio","tanishq-chaudhary.its-markdown-studio-2.3.7-universal","5.47","?"
"halcyontechltd.code-for-ibmi","halcyontechltd.code-for-ibmi-3.0.11-universal","5.46","?"
"riteshrajas.frc-workbench","riteshrajas.frc-workbench-0.1.2-universal","5.45","?"
"uladluch.antigravity-mobile-connector","uladluch.antigravity-mobile-connector-2.1.1-universal","5.45","?"
"weizhi-zhao.ai-code-roaster","weizhi-zhao.ai-code-roaster-0.0.4-universal","5.45","?"
"rowewilsonfrederiskholme.wikitext","rowewilsonfrederiskholme.wikitext-4.0.5-universal","5.45","?"
"imrayyy.motiond","imrayyy.motiond-0.1.4","5.44","?"
"yanghuiweng.aircoder","yanghuiweng.aircoder-1.4.5-universal","5.44","?"
"jakepark.code-squad","jakepark.code-squad-0.1.40-universal","5.43","?"
"mikesoft.vscode-copilot-cli-launcher","mikesoft.vscode-copilot-cli-launcher-0.2.7-universal","5.42","?"
"olivelabs.tracivo-debugger","olivelabs.tracivo-debugger-0.2.43-universal","5.41","?"
"contral.contral","contral.contral-0.0.2-universal","5.4","?"
"lazarevtill.commitsmith","lazarevtill.commitsmith-0.1.1-universal","5.4","?"
"lazarev.commitsmith","lazarev.commitsmith-0.1.0-universal","5.4","?"
"jacquesgariepy.out-of-code-insights","jacquesgariepy.out-of-code-insights-1.4.4-universal","5.34","?"
"mandarange.marauders-map-md","mandarange.marauders-map-md-1.1.31-universal","5.33","?"
"felixfbecker.php-debug","felixfbecker.php-debug-1.22.0-universal","5.32","?"
"kieler.klighd-vscode","kieler.klighd-vscode-0.8.1-universal","5.31","?"
"motion.motion-vscode-extension","motion.motion-vscode-extension-6.1.0","5.3","?"
"insforge.insforge","insforge.insforge-0.0.8-universal","5.29","?"
"haroldmartin.securedesign","haroldmartin.securedesign-0.1.3-universal","5.28","?"
"chrp.markdown-beautiful-editor","chrp.markdown-beautiful-editor-0.3.2-universal","5.28","?"
"gudlab.guddb","gudlab.guddb-0.6.0-universal","5.28","?"
"deniai.flixa","deniai.flixa-0.7.3-universal","5.26","?"
"mercurial.ga4-mcp","mercurial.ga4-mcp-0.4.2-universal","5.26","?"
"techxons.ai-projects-memory-pro","techxons.ai-projects-memory-pro-1.1.2-universal","5.2","?"
"mirabridge.mirabridge-vscode-extension","mirabridge.mirabridge-vscode-extension-1.1.23-universal","5.19","?"
"sashi0034.angel-lsp","sashi0034.angel-lsp-0.3.103-universal","5.19","?"
"vmssoftwareinc.vms-ide","vmssoftwareinc.vms-ide-1.5.60-universal","5.17","?"
"lordimmaculate.platformio-ide","lordimmaculate.platformio-ide-3.3.4-codium-universal","5.16","?"
"ddock.i18n-smart-ddock","ddock.i18n-smart-ddock-0.1.1-universal","5.16","?"
"zendevve.antigravity-usage","zendevve.antigravity-usage-0.3.0-universal","5.16","?"
"saber2pr.file-git-history","saber2pr.file-git-history-0.0.45-universal","5.14","?"
"gguf.gguf-code","gguf.gguf-code-0.0.6-universal","5.09","?"
"mintlify.document","mintlify.document-2.2.1-universal","5.09","?"
"chriscamicas.openedge-abl","chriscamicas.openedge-abl-1.2.1-universal","5.08","?"
"davidgomes.platformio-ide-cursor","davidgomes.platformio-ide-cursor-0.0.1-universal","5.08","?"
"ms-sarifvscode.sarif-viewer","ms-sarifvscode.sarif-viewer-3.4.5-universal","5.07","?"
"databricks.sqltools-databricks-driver","databricks.sqltools-databricks-driver-0.4.2-universal","5.04","?"
"minko.image-manager","minko.image-manager-3.3.10-universal","5.02","?"
"kylinideteam.vscode-java-debug","kylinideteam.vscode-java-debug-0.1.9-universal","5.01","?"
"delos-so.delos-cosmos","delos-so.delos-cosmos-15.0.8-universal","5.01","?"
"musfiqurtuhin.ultimate-viewer","musfiqurtuhin.ultimate-viewer-0.2.0-universal","5.01","?"
"precogs-ai.precogs-ai","precogs-ai.precogs-ai-1.1.0-universal","5","?"
"saber2pr.todolist","saber2pr.todolist-0.2.227-universal","4.99","?"
"ron-niri.coolify-vscode","ron-niri.coolify-vscode-1.0.0-universal","4.97","?"
"shivabollam07.dicom-viewer","shivabollam07.dicom-viewer-1.1.7-universal","4.94","?"
"lightrun.lightrunplugin-saas","lightrun.lightrunplugin-saas-1.88.0-universal","4.92","?"
"devsecai.arko","devsecai.arko-1.0.10-universal","4.92","?"
"hm.riscv-venus","hm.riscv-venus-1.9.1-universal","4.88","?"
"meshintelligenttechnologiesinc.pieces-vscode","meshintelligenttechnologiesinc.pieces-vscode-3.0.1-universal","4.86","?"
"vsc-neuropilot.neuropilot-base","vsc-neuropilot.neuropilot-base-2.5.0-universal","4.84","?"
"nur-srijan.markdown-rich-preview","nur-srijan.markdown-rich-preview-1.3.0-universal","4.83","?"
"fairness-tools.fairlint-dl","fairness-tools.fairlint-dl-1.0.0-universal","4.83","?"
"kasperstudios.kashub-vscode","kasperstudios.kashub-vscode-0.8.1-universal","4.81","?"
"stankjedi.vibereport","stankjedi.vibereport-0.4.44-universal","4.79","?"
"coinwatchdog.coinwatchdog","coinwatchdog.coinwatchdog-1.0.0-universal","4.79","?"
"vshaxe.haxe-debug","vshaxe.haxe-debug-1.2.3-universal","4.79","?"
"imgildev.vscode-json-flow","imgildev.vscode-json-flow-2.9.0-universal","4.78","?"
"cloudedcat.vscode-model-viewer","cloudedcat.vscode-model-viewer-0.0.3-universal","4.78","?"
"rizkyfedp.patchtrail","rizkyfedp.patchtrail-0.1.9-universal","4.77","?"
"puvaan.antigravity-quota-watch","puvaan.antigravity-quota-watch-1.1.1-universal","4.77","?"
"howcasperwhat.mathjax-intellisense-python","howcasperwhat.mathjax-intellisense-python-0.3.10-universal","4.75","?"
"vaulttec-dev.snakeflow-dev-manager","vaulttec-dev.snakeflow-dev-manager-0.6.0-universal","4.75","?"
"korbinianeckstein.niivue","korbinianeckstein.niivue-2.9.0-universal","4.7","?"
"sureshnettur.ccaia","sureshnettur.ccaia-1.0.6-universal","4.7","?"
"leizongmin.my-md-reader","leizongmin.my-md-reader-1.1.0-universal","4.69","?"
"pascalx.sketchprompt","pascalx.sketchprompt-0.2.5","4.69","?"
"lachyfs.kanban-markdown","lachyfs.kanban-markdown-1.14.1-universal","4.68","?"
"koskev.vscode-grustonnet","koskev.vscode-grustonnet-0.2.0","4.68","?"
"ocamllabs.ocaml-platform","ocamllabs.ocaml-platform-2.3.0-universal","4.66","?"
"manojbelbase.committor","manojbelbase.committor-1.1.1-universal","4.65","?"
"kanekotic.trunk-based-review","kanekotic.trunk-based-review-0.1.0-universal","4.64","?"
"fcx.ai-lesson-chinese-preview-plugin","fcx.ai-lesson-chinese-preview-plugin-1.1.6-universal","4.63","?"
"thenuri.code-city-visualizer","thenuri.code-city-visualizer-1.0.3-universal","4.63","?"
"reage.go-debug-pro","reage.go-debug-pro-0.0.14-universal","4.58","?"
"cubha.claude-code-gauge","cubha.claude-code-gauge-0.1.44-universal","4.57","?"
"msjsdiag.debugger-for-edge","msjsdiag.debugger-for-edge-1.0.16-universal","4.55","?"
"wikicode.wikicode","wikicode.wikicode-0.4.0-universal","4.53","?"
"stevenyu.nano-protein-viewer","stevenyu.nano-protein-viewer-1.1.0-universal","4.53","?"
"starkware.cairo1","starkware.cairo1-3.6.0-universal","4.53","?"
"microchip.mplab-code-configurator","microchip.mplab-code-configurator-1.0.4-universal","4.52","?"
"printfn.jpeg-xl","printfn.jpeg-xl-1.0.15-universal","4.51","?"
"sndst00m.vscode-native-svg-preview","sndst00m.vscode-native-svg-preview-1.60.2-universal","4.5","?"
"wescottsharples.codeglow","wescottsharples.codeglow-1.2.0-universal","4.49","?"
"gengkeke.ai-coding-sight","gengkeke.ai-coding-sight-1.0.8","4.48","?"
"fexcopilot.fexcopilot","fexcopilot.fexcopilot-0.0.28-universal","4.48","?"
"taucrus.argo-visualizer","taucrus.argo-visualizer-0.1.6-universal","4.48","?"
"rnabioco.squiggy-positron","rnabioco.squiggy-positron-0.2.0-universal","4.47","?"
"smapiot.vscode-piral","smapiot.vscode-piral-0.3.99-universal","4.45","?"
"murbani.winregistry","murbani.winregistry-0.0.2-universal","4.45","?"
"zjffun.html-tree","zjffun.html-tree-0.0.4-universal","4.44","?"
"tabbyml.vscode-tabby","tabbyml.vscode-tabby-1.28.0-universal","4.44","?"
"dominguezz05.focus-pulse","dominguezz05.focus-pulse-2.7.2-universal","4.43","?"
"cesarandreslopez.sidekick-docker-vscode","cesarandreslopez.sidekick-docker-vscode-0.3.0-universal","4.41","?"
"jpantsjoha.c4x","jpantsjoha.c4x-1.4.0-universal","4.4","?"
"lune-99.git-commit-genie","lune-99.git-commit-genie-3.2.0-universal","4.39","?"
"eschalk0.scientific-data-viewer","eschalk0.scientific-data-viewer-0.12.0-universal","4.39","?"
"lugosoft.context-master-vscode","lugosoft.context-master-vscode-1.2.2-universal","4.38","?"
"markusvankempen.wxo-toolkit-vsc","markusvankempen.wxo-toolkit-vsc-1.2.4-universal","4.37","?"
"ma-do-ka.antigravity-quota","ma-do-ka.antigravity-quota-2.7.0-universal","4.34","?"
"sankooc.pcapviewer","sankooc.pcapviewer-0.4.10-universal","4.31","?"
"gperez88.ai-prompt-refiner","gperez88.ai-prompt-refiner-1.4.1-universal","4.31","?"
"noteweave.noteweave","noteweave.noteweave-0.2.27-universal","4.27","?"
"codmir.extension-ide","codmir.extension-ide-0.8.1-universal","4.25","?"
"liushoukun.vscode-antv-infographic","liushoukun.vscode-antv-infographic-1.0.3-universal","4.25","?"
"randomfractalsinc.js-notebook-inspector","randomfractalsinc.js-notebook-inspector-1.5.0-universal","4.22","?"
"punal100.antigravity-copilot","punal100.antigravity-copilot-1.6.0-universal","4.21","?"
"hiveline.hiveline","hiveline.hiveline-2.7.0-universal","4.19","?"
"runql.runql-bigquery","runql.runql-bigquery-1.1.0-universal","4.18","?"
"codechron.codechron-ai-companion","codechron.codechron-ai-companion-1.0.2-universal","4.17","?"
"yuri-schimke.compose-preview","yuri-schimke.compose-preview-0.16.47-universal","4.16","?"
"yudurobotics.port11-debugger","yudurobotics.port11-debugger-0.1.7-universal","4.16","?"
"physicar.physicar-ext","physicar.physicar-ext-0.1.19-universal","4.15","?"
"fancy-bread.agent-context-explorer","fancy-bread.agent-context-explorer-1.3.0-universal","4.14","?"
"mjpvs.latex-previewer","mjpvs.latex-previewer-0.9.9-universal","4.14","?"
"howardzuo.vscode-git-tags","howardzuo.vscode-git-tags-1.4.4-universal","4.14","?"
"fwcd.kotlin","fwcd.kotlin-0.2.36-universal","4.12","?"
"entelligenceai.entelligenceai-pr-reviewer","entelligenceai.entelligenceai-pr-reviewer-0.0.23-universal","4.12","?"
"telesoho.excalidraw-editor-cj","telesoho.excalidraw-editor-cj-3.4.6","4.11","?"
"erennyuksell.ag-multi-account-switchboard","erennyuksell.ag-multi-account-switchboard-3.2.1-universal","4.08","?"
"yeominux.md-feedback-vscode","yeominux.md-feedback-vscode-1.5.5-universal","4.08","?"
"dbbase.dbbase","dbbase.dbbase-1.3.0-universal","4.07","?"
"sswg.swift-lang","sswg.swift-lang-1.11.4-universal","4.07","?"
"ysamlan.vscode-backlog-md","ysamlan.vscode-backlog-md-0.3.9-universal","4.05","?"
"namdang.ollama-copilot-vscode","namdang.ollama-copilot-vscode-1.0.1-universal","4.05","?"
"jsonviewertools.animesh-jsonviz78","jsonviewertools.animesh-jsonviz78-1.1.1-universal","4.05","?"
"yuzhiqiang.antigravity-ide-cockpit","yuzhiqiang.antigravity-ide-cockpit-1.3.0-universal","4.05","?"
"ms-azuretools.vscode-containers","ms-azuretools.vscode-containers-2.4.5-universal","4.05","?"
"pilaton.vscode-npm-lens","pilaton.vscode-npm-lens-4.2.1-universal","4.03","?"
"mirasim.mirasim","mirasim.mirasim-0.0.37-universal","4.01","?"
"revaturepro.revature-labs","revaturepro.revature-labs-1.0.17-universal","4.01","?"
"kilo.sso-vsc","kilo.sso-vsc-3.0.2-universal","4.01","?"
"slowdreamer.context-naming-consultant","slowdreamer.context-naming-consultant-0.0.5-universal","4.01","?"
"revaturepro-local.revaturepro-local","revaturepro-local.revaturepro-local-0.1.3-universal","4","?"
"readysteadyscience.omni-sync","readysteadyscience.omni-sync-0.1.0-universal","3.99","?"
"wps-editor.wps-editor","wps-editor.wps-editor-1.0.13-universal","3.98","?"
"revaturepro-non-prod.revature-labs-non-prod","revaturepro-non-prod.revature-labs-non-prod-0.0.79-universal","3.98","?"
"vrishnviswasathyamoorthy.cursor-prompt-enhancer","vrishnviswasathyamoorthy.cursor-prompt-enhancer-1.0.4-universal","3.97","?"
"kalculus.flexor","kalculus.flexor-1.0.7-universal","3.95","?"
"pixello.pixello","pixello.pixello-0.1.8-universal","3.95","?"
"odam-dev.cursor-odam-extension","odam-dev.cursor-odam-extension-1.2.0-universal","3.95","?"
"maiwulanjiangmaiming.niftispy","maiwulanjiangmaiming.niftispy-2.1.4-universal","3.94","?"
"chalk-agents.chalk-skills","chalk-agents.chalk-skills-0.10.0-universal","3.92","?"
"csharp-forge.tiled-map-viewer","csharp-forge.tiled-map-viewer-0.0.72-universal","3.91","?"
"robberphex.php-debug","robberphex.php-debug-1.14.0-universal","3.91","?"
"stephanoskomnenos.jieba","stephanoskomnenos.jieba-0.3.15-universal","3.91","?"
"hurtis.todo","hurtis.todo-0.0.6-universal","3.89","?"
"vscjava.vscode-java-debug","vscjava.vscode-java-debug-0.59.0-universal","3.88","?"
"kevsnz.tab-rocket","kevsnz.tab-rocket-1.3.0-universal","3.87","?"
"jetbrains.resharper-code","jetbrains.resharper-code-2026.2.0-universal","3.87","?"
